final_decision_id,review_round,hold_reason_code,resolution_plan,follow_up_activity_id,application_id,candidate_id,must_evidence_status,remaining_uncertainty,learnable_gap_summary,decision,rationale,decided_by,decided_at,decision_provenance
FD_APP0014_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0014_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0014_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""OB_FIRST_PANEL_01_HIRING_MANAGER_EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_01_ML_ENGINEER_EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_01_TECHNICAL_REVIEWER_EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 행동은 확인했지만 원문에 검증 미실행이 명시됐다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_04""},{""anchor_evidence_id"":""EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0014_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0014_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""OB_FIRST_PANEL_01_HIRING_MANAGER_EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_01_ML_ENGINEER_EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_01_TECHNICAL_REVIEWER_EV_APP0014_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""누락된 개인 수행 산출물과 검증 기록을 제시할 수 있는가? 대상: EV_APP0014_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05 / 원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""MISSING_EVIDENCE"",""skill_id"":""M1_SKILL_05""}]",APP0014_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0014,C0014,UNRESOLVED,"[""M1_SKILL_04"",""M1_SKILL_05""]",[],HOLD,"{""adverse_must"":[""M1_SKILL_04""],""decision_refs"":[""DC_APP0014_M1_SKILL_03_001899"",""DC_APP0014_M1_SKILL_01_001897"",""DC_APP0014_M1_SKILL_02_001898"",""DC_APP0014_M1_SKILL_04_001900"",""DC_APP0014_M1_SKILL_05_001901"",""DC_APP0014_M1_SKILL_06_001902"",""DC_APP0014_M1_SKILL_07_001903"",""DC_APP0014_M1_SKILL_08_001904""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-06T11:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0014_RE_REVIEW,RE_REVIEW,,,APP0014_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0014,C0014,UNRESOLVED,"[""M1_SKILL_04"",""M1_SKILL_05""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_04""],""decision_refs"":[""DC_APP0014_M1_SKILL_03_001907"",""DC_APP0014_M1_SKILL_01_001905"",""DC_APP0014_M1_SKILL_02_001906"",""DC_APP0014_M1_SKILL_04_001908"",""DC_APP0014_M1_SKILL_05_001909"",""DC_APP0014_M1_SKILL_06_001910"",""DC_APP0014_M1_SKILL_07_001911"",""DC_APP0014_M1_SKILL_08_001912""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""추가 검증 후에도 남은 명시적 필수 검증 제한/해석 충돌을 검토하여 이번 역할 진행을 보류하지 않고 종료한다."",""learnable_gaps"":[],""missing_must"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-14T12:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0012_INITIAL,INITIAL,,,,APP0012,C0012,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_refs"":[""DC_APP0012_M1_SKILL_03_001915"",""DC_APP0012_M1_SKILL_01_001913"",""DC_APP0012_M1_SKILL_02_001914"",""DC_APP0012_M1_SKILL_04_001916"",""DC_APP0012_M1_SKILL_05_001917"",""DC_APP0012_M1_SKILL_06_001918"",""DC_APP0012_M1_SKILL_07_001919"",""DC_APP0012_M1_SKILL_08_001920""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-11T11:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0005_INITIAL,INITIAL,MISSING_EVIDENCE,"[{""anchor_evidence_id"":""EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0005_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0005_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""OB_FIRST_PANEL_04_HIRING_MANAGER_EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_04_ML_ENGINEER_EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_04_TECHNICAL_REVIEWER_EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""누락된 개인 수행 산출물과 검증 기록을 제시할 수 있는가? 대상: EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""MISSING_EVIDENCE"",""skill_id"":""M1_SKILL_04""}]",APP0005_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0005,C0005,UNRESOLVED,"[""M1_SKILL_04""]",[],HOLD,"{""adverse_must"":[],""decision_refs"":[""DC_APP0005_M1_SKILL_03_001923"",""DC_APP0005_M1_SKILL_01_001921"",""DC_APP0005_M1_SKILL_02_001922"",""DC_APP0005_M1_SKILL_04_001924"",""DC_APP0005_M1_SKILL_05_001925"",""DC_APP0005_M1_SKILL_06_001926"",""DC_APP0005_M1_SKILL_07_001927"",""DC_APP0005_M1_SKILL_08_001928""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[""M1_SKILL_04""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-17T11:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0005_RE_REVIEW,RE_REVIEW,,,APP0005_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0005,C0005,UNRESOLVED,"[""M1_SKILL_04""]",[],PROCEED_TO_OFFER,"{""accepted_uncertainty_plan"":[{""action"":""입사 후 해당 업무 범위를 멘토와 확인"",""skill_id"":""M1_SKILL_04""}],""adverse_must"":[],""decision_refs"":[""DC_APP0005_M1_SKILL_03_001931"",""DC_APP0005_M1_SKILL_01_001929"",""DC_APP0005_M1_SKILL_02_001930"",""DC_APP0005_M1_SKILL_04_001932"",""DC_APP0005_M1_SKILL_05_001933"",""DC_APP0005_M1_SKILL_06_001934"",""DC_APP0005_M1_SKILL_07_001935"",""DC_APP0005_M1_SKILL_08_001936""],""disagreement_must"":[],""human_rationale"":""추가 직접 관찰과 기존 근거를 검토했다. 남은 미관찰 자체는 탈락 사유가 아니며 업무 준비 지원으로 추적한다."",""learnable_gaps"":[],""missing_must"":[""M1_SKILL_04""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-25T12:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0037_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0037_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0037_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""OB_FIRST_PANEL_02_HIRING_MANAGER_EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_02_ML_ENGINEER_EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_02_TECHNICAL_REVIEWER_EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05 / 팀 산출물에서 개인의 검증 범위를 분리할 수 없다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_05""}]",APP0037_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0037,C0037,UNRESOLVED,"[""M1_SKILL_05""]",[],HOLD,"{""adverse_must"":[],""decision_refs"":[""DC_APP0037_M1_SKILL_03_001939"",""DC_APP0037_M1_SKILL_01_001937"",""DC_APP0037_M1_SKILL_02_001938"",""DC_APP0037_M1_SKILL_04_001940"",""DC_APP0037_M1_SKILL_05_001941"",""DC_APP0037_M1_SKILL_06_001942"",""DC_APP0037_M1_SKILL_07_001943"",""DC_APP0037_M1_SKILL_08_001944""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-15T11:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0037_RE_REVIEW,RE_REVIEW,,,APP0037_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0037,C0037,UNRESOLVED,"[""M1_SKILL_05""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[],""decision_refs"":[""DC_APP0037_M1_SKILL_03_001947"",""DC_APP0037_M1_SKILL_01_001945"",""DC_APP0037_M1_SKILL_02_001946"",""DC_APP0037_M1_SKILL_04_001948"",""DC_APP0037_M1_SKILL_05_001949"",""DC_APP0037_M1_SKILL_06_001950"",""DC_APP0037_M1_SKILL_07_001951"",""DC_APP0037_M1_SKILL_08_001952""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""추가 검증 후에도 남은 명시적 필수 검증 제한/해석 충돌을 검토하여 이번 역할 진행을 보류하지 않고 종료한다."",""learnable_gaps"":[],""missing_must"":[],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-23T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0046_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0046_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0046_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""OB_FIRST_PANEL_09_HIRING_MANAGER_EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_09_ML_ENGINEER_EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_09_TECHNICAL_REVIEWER_EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 행동은 확인했지만 원문에 검증 미실행이 명시됐다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_04""}]",APP0046_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0046,C0046,UNRESOLVED,"[""M1_SKILL_04""]",[],HOLD,"{""adverse_must"":[""M1_SKILL_04""],""decision_refs"":[""DC_APP0046_M1_SKILL_03_001955"",""DC_APP0046_M1_SKILL_01_001953"",""DC_APP0046_M1_SKILL_02_001954"",""DC_APP0046_M1_SKILL_04_001956"",""DC_APP0046_M1_SKILL_05_001957"",""DC_APP0046_M1_SKILL_06_001958"",""DC_APP0046_M1_SKILL_07_001959"",""DC_APP0046_M1_SKILL_08_001960""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-23T11:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0046_RE_REVIEW,RE_REVIEW,,,APP0046_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0046,C0046,UNRESOLVED,"[""M1_SKILL_04""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_04""],""decision_refs"":[""DC_APP0046_M1_SKILL_03_001963"",""DC_APP0046_M1_SKILL_01_001961"",""DC_APP0046_M1_SKILL_02_001962"",""DC_APP0046_M1_SKILL_04_001964"",""DC_APP0046_M1_SKILL_05_001965"",""DC_APP0046_M1_SKILL_06_001966"",""DC_APP0046_M1_SKILL_07_001967"",""DC_APP0046_M1_SKILL_08_001968""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""추가 검증 후에도 남은 명시적 필수 검증 제한/해석 충돌을 검토하여 이번 역할 진행을 보류하지 않고 종료한다."",""learnable_gaps"":[],""missing_must"":[],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-31T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0070_INITIAL,INITIAL,,,,APP0070,C0070,COVERED,[],"[""M1_SKILL_06""]",PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_refs"":[""DC_APP0070_M1_SKILL_03_001971"",""DC_APP0070_M1_SKILL_01_001969"",""DC_APP0070_M1_SKILL_02_001970"",""DC_APP0070_M1_SKILL_04_001972"",""DC_APP0070_M1_SKILL_05_001973"",""DC_APP0070_M1_SKILL_06_001974"",""DC_APP0070_M1_SKILL_07_001975"",""DC_APP0070_M1_SKILL_08_001976""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-24T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
