activity_id,session_activity_id
APP0005_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0005_FIRST_INTERVIEW_AI_CASE,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0005_FIRST_INTERVIEW_PRACTITIONER_QA,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0025_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0025_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0025_FIRST_INTERVIEW_AI_CASE,APP0025_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0025_FIRST_INTERVIEW_PRACTITIONER_QA,APP0025_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0031_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0031_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0031_FIRST_INTERVIEW_AI_CASE,APP0031_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0031_FIRST_INTERVIEW_PRACTITIONER_QA,APP0031_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0037_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0037_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0037_FIRST_INTERVIEW_AI_CASE,APP0037_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0037_FIRST_INTERVIEW_PRACTITIONER_QA,APP0037_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0039_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0039_FIRST_INTERVIEW_AI_CASE,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0039_FIRST_INTERVIEW_PRACTITIONER_QA,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0046_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0046_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0046_FIRST_INTERVIEW_AI_CASE,APP0046_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0046_FIRST_INTERVIEW_PRACTITIONER_QA,APP0046_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0056_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0056_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0056_FIRST_INTERVIEW_AI_CASE,APP0056_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0056_FIRST_INTERVIEW_PRACTITIONER_QA,APP0056_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0058_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0058_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0058_FIRST_INTERVIEW_AI_CASE,APP0058_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0058_FIRST_INTERVIEW_PRACTITIONER_QA,APP0058_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0061_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0061_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0061_FIRST_INTERVIEW_AI_CASE,APP0061_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0061_FIRST_INTERVIEW_PRACTITIONER_QA,APP0061_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0064_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0064_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0064_FIRST_INTERVIEW_AI_CASE,APP0064_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0064_FIRST_INTERVIEW_PRACTITIONER_QA,APP0064_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0068_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0068_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0068_FIRST_INTERVIEW_AI_CASE,APP0068_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0068_FIRST_INTERVIEW_PRACTITIONER_QA,APP0068_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0070_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0070_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0070_FIRST_INTERVIEW_AI_CASE,APP0070_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0070_FIRST_INTERVIEW_PRACTITIONER_QA,APP0070_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0076_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0076_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0076_FIRST_INTERVIEW_AI_CASE,APP0076_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0076_FIRST_INTERVIEW_PRACTITIONER_QA,APP0076_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0082_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0082_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0082_FIRST_INTERVIEW_AI_CASE,APP0082_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0082_FIRST_INTERVIEW_PRACTITIONER_QA,APP0082_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0095_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0095_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0095_FIRST_INTERVIEW_AI_CASE,APP0095_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0095_FIRST_INTERVIEW_PRACTITIONER_QA,APP0095_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0101_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0101_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0101_FIRST_INTERVIEW_AI_CASE,APP0101_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0101_FIRST_INTERVIEW_PRACTITIONER_QA,APP0101_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0105_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0105_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0105_FIRST_INTERVIEW_AI_CASE,APP0105_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0105_FIRST_INTERVIEW_PRACTITIONER_QA,APP0105_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0107_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0107_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0107_FIRST_INTERVIEW_AI_CASE,APP0107_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0107_FIRST_INTERVIEW_PRACTITIONER_QA,APP0107_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0110_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0110_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0110_FIRST_INTERVIEW_AI_CASE,APP0110_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0110_FIRST_INTERVIEW_PRACTITIONER_QA,APP0110_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0128_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0128_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0128_FIRST_INTERVIEW_AI_CASE,APP0128_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0128_FIRST_INTERVIEW_PRACTITIONER_QA,APP0128_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0130_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0130_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0130_FIRST_INTERVIEW_AI_CASE,APP0130_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0130_FIRST_INTERVIEW_PRACTITIONER_QA,APP0130_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0141_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0141_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0141_FIRST_INTERVIEW_AI_CASE,APP0141_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0141_FIRST_INTERVIEW_PRACTITIONER_QA,APP0141_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0143_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0143_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0143_FIRST_INTERVIEW_AI_CASE,APP0143_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0143_FIRST_INTERVIEW_PRACTITIONER_QA,APP0143_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0150_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0150_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0150_FIRST_INTERVIEW_AI_CASE,APP0150_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0150_FIRST_INTERVIEW_PRACTITIONER_QA,APP0150_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0153_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0153_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0153_FIRST_INTERVIEW_AI_CASE,APP0153_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0153_FIRST_INTERVIEW_PRACTITIONER_QA,APP0153_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
