final_decision_id,review_round,hold_reason_code,resolution_plan,follow_up_activity_id,application_id,candidate_id,must_evidence_status,remaining_uncertainty,learnable_gap_summary,decision,rationale,decided_by,decided_at,decision_provenance
FD_APP0037_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""existing_observation_ids"":[""OB_FIRST_PANEL_05_HIRING_MANAGER_EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_05_ML_ENGINEER_EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_05_TECHNICAL_REVIEWER_EV_APP0037_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0037_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05 / 팀 산출물에서 개인의 검증 범위를 분리할 수 없다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_05""}]",APP0037_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0037,C0037,UNRESOLVED,"[""M1_SKILL_05""]",[],HOLD,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0037_M1_SKILL_03_000606"",""DC_APP0037_M1_SKILL_01_000604"",""DC_APP0037_M1_SKILL_02_000605"",""DC_APP0037_M1_SKILL_04_000607"",""DC_APP0037_M1_SKILL_05_000608"",""DC_APP0037_M1_SKILL_06_000609"",""DC_APP0037_M1_SKILL_07_000610"",""DC_APP0037_M1_SKILL_08_000611""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-04T11:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0037_RE_REVIEW,RE_REVIEW,,,APP0037_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0037,C0037,UNRESOLVED,"[""M1_SKILL_05""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[],""decision_basis"":""INSUFFICIENT_DECISION_BASIS_AFTER_ONE_FOLLOW_UP"",""decision_refs"":[""DC_APP0037_M1_SKILL_03_000614"",""DC_APP0037_M1_SKILL_01_000612"",""DC_APP0037_M1_SKILL_02_000613"",""DC_APP0037_M1_SKILL_04_000615"",""DC_APP0037_M1_SKILL_05_000616"",""DC_APP0037_M1_SKILL_06_000617"",""DC_APP0037_M1_SKILL_07_000618"",""DC_APP0037_M1_SKILL_08_000619""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""한 차례 질문별 후속검증 뒤에도 필수 Skill 자체를 판단할 직접 근거가 미확보/미해결이다. 이번 채용 진행은 종료하되 역량 부족을 확인했다고 추론하지 않는다."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-12T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0070_INITIAL,INITIAL,,,,APP0070,C0070,COVERED,[],"[""M1_SKILL_06""]",PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0070_M1_SKILL_03_000622"",""DC_APP0070_M1_SKILL_01_000620"",""DC_APP0070_M1_SKILL_02_000621"",""DC_APP0070_M1_SKILL_04_000623"",""DC_APP0070_M1_SKILL_05_000624"",""DC_APP0070_M1_SKILL_06_000625"",""DC_APP0070_M1_SKILL_07_000626"",""DC_APP0070_M1_SKILL_08_000627""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-10T11:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0046_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_FIRST_PANEL_07_HIRING_MANAGER_EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_07_ML_ENGINEER_EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_07_TECHNICAL_REVIEWER_EV_APP0046_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0046_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 행동은 확인했지만 원문에 검증 미실행이 명시됐다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_04""}]",APP0046_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0046,C0046,UNRESOLVED,"[""M1_SKILL_04""]",[],HOLD,"{""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0046_M1_SKILL_03_000630"",""DC_APP0046_M1_SKILL_01_000628"",""DC_APP0046_M1_SKILL_02_000629"",""DC_APP0046_M1_SKILL_04_000631"",""DC_APP0046_M1_SKILL_05_000632"",""DC_APP0046_M1_SKILL_06_000633"",""DC_APP0046_M1_SKILL_07_000634"",""DC_APP0046_M1_SKILL_08_000635""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_04""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-12T11:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0046_RE_REVIEW,RE_REVIEW,,,APP0046_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0046,C0046,UNRESOLVED,"[""M1_SKILL_04""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""INSUFFICIENT_DECISION_BASIS_AFTER_ONE_FOLLOW_UP"",""decision_refs"":[""DC_APP0046_M1_SKILL_03_000638"",""DC_APP0046_M1_SKILL_01_000636"",""DC_APP0046_M1_SKILL_02_000637"",""DC_APP0046_M1_SKILL_04_000639"",""DC_APP0046_M1_SKILL_05_000640"",""DC_APP0046_M1_SKILL_06_000641"",""DC_APP0046_M1_SKILL_07_000642"",""DC_APP0046_M1_SKILL_08_000643""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""한 차례 질문별 후속검증 뒤에도 필수 Skill 자체를 판단할 직접 근거가 미확보/미해결이다. 이번 채용 진행은 종료하되 역량 부족을 확인했다고 추론하지 않는다."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_04""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-20T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0155_INITIAL,INITIAL,,,,APP0155,C0155,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0155_M1_SKILL_03_000646"",""DC_APP0155_M1_SKILL_01_000644"",""DC_APP0155_M1_SKILL_02_000645"",""DC_APP0155_M1_SKILL_04_000647"",""DC_APP0155_M1_SKILL_05_000648"",""DC_APP0155_M1_SKILL_06_000649"",""DC_APP0155_M1_SKILL_07_000650"",""DC_APP0155_M1_SKILL_08_000651""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-15T11:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0005_INITIAL,INITIAL,MISSING_EVIDENCE,"[{""anchor_evidence_id"":""EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_FIRST_PANEL_02_HIRING_MANAGER_EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_02_ML_ENGINEER_EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_02_TECHNICAL_REVIEWER_EV_APP0005_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""누락된 개인 수행 산출물과 검증 기록을 제시할 수 있는가? 대상: EV_APP0005_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""MISSING_EVIDENCE"",""skill_id"":""M1_SKILL_04""}]",APP0005_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0005,C0005,UNRESOLVED,"[""M1_SKILL_04""]",[],HOLD,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0005_M1_SKILL_03_000654"",""DC_APP0005_M1_SKILL_01_000652"",""DC_APP0005_M1_SKILL_02_000653"",""DC_APP0005_M1_SKILL_04_000655"",""DC_APP0005_M1_SKILL_05_000656"",""DC_APP0005_M1_SKILL_06_000657"",""DC_APP0005_M1_SKILL_07_000658"",""DC_APP0005_M1_SKILL_08_000659""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[""M1_SKILL_04""],""must_not_decisionable"":[""M1_SKILL_04""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-13T11:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0005_RE_REVIEW,RE_REVIEW,,,APP0005_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0005,C0005,UNRESOLVED,"[""M1_SKILL_04""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0005_M1_SKILL_03_000662"",""DC_APP0005_M1_SKILL_01_000660"",""DC_APP0005_M1_SKILL_02_000661"",""DC_APP0005_M1_SKILL_04_000663"",""DC_APP0005_M1_SKILL_05_000664"",""DC_APP0005_M1_SKILL_06_000665"",""DC_APP0005_M1_SKILL_07_000666"",""DC_APP0005_M1_SKILL_08_000667""],""disagreement_must"":[],""human_rationale"":""추가 검증 후에도 남은 명시적 필수 검증 제한/해석 충돌을 검토하여 이번 역할 진행을 보류하지 않고 종료한다."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-21T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0082_INITIAL,INITIAL,,,,APP0082,C0082,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0082_M1_SKILL_03_000670"",""DC_APP0082_M1_SKILL_01_000668"",""DC_APP0082_M1_SKILL_02_000669"",""DC_APP0082_M1_SKILL_04_000671"",""DC_APP0082_M1_SKILL_05_000672"",""DC_APP0082_M1_SKILL_06_000673"",""DC_APP0082_M1_SKILL_07_000674"",""DC_APP0082_M1_SKILL_08_000675""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-18T11:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0181_INITIAL,INITIAL,,,,APP0181,C0181,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0181_M1_SKILL_03_000678"",""DC_APP0181_M1_SKILL_01_000676"",""DC_APP0181_M1_SKILL_02_000677"",""DC_APP0181_M1_SKILL_04_000679"",""DC_APP0181_M1_SKILL_05_000680"",""DC_APP0181_M1_SKILL_06_000681"",""DC_APP0181_M1_SKILL_07_000682"",""DC_APP0181_M1_SKILL_08_000683""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-22T11:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
